"USERID","REQUESTEDURL"
5242,"modinha,chamarrita,wild_rover,na_o_sei_se_merea_o,1a_afinaa_a_o_original,caminhada_original,caninha_verde,cantiga_bailada,moda_do_entrudo,s_joa_o"
5245,"sonho_real_r7f_ft_froufe,na_o_consegues_ver,na_o_entendo_r7f,apenas_tu_rainha_da_natureza_r7f,ta_o_perto_r7f,danito_ft_jp_rafa_preciso_do_teu_amor,danito_ft_myth_jp_lagrimas_na_cara,jp_ft_danito_ainda_penso_em_ti,riseupm_ix,danito_jp_ft_rafa_dana_porque"
5247,"massacre,paradise_soldier,01_djas_di_street_krew_2008_dj_master_g_hino_da_street_bonus_track,01_intro_mixtape_ideias_expressadas,02_djas_di_street_krew_2008_dj_ka_nada_for_all_my_friends,02_mudancas_mixtape_ideias_expressadas,05_djas_di_street_krew_2008_dj_ka_nada_ku_techno,08_djas_di_street_krew_2008_dj_k_l_feat_dj_master_g_sem_txoru,100_alta_categoria,10_sem_ti_na_o_da_kutegash_ft_hm"
5251,"danito_ft_myth_jp_lagrimas_na_cara,fuck_off_katchorras_canuca_ft_isek,mundo_magico,ta_pioneiro_ft_ag_ir_som_tuga_par,major_ft_distinto_sera_amor,hm_vsilva_ja_nao_aguento_acabou,ntk_da_me_a_oportunidade_2007,hm_sentimento_em_sila_ncio_ft_major,tu_sabes_3,puta_da_ragga"
5257,"a_s_tu,eu_sou_assim_2,a_espera_de_ti,00_recluso_feat_sub_g_participaa_a_o_de_kacetado_kalibre19,01_dia_de_sol_no_paraiso,01_djas_di_street_krew_2008_dj_master_g_hino_da_street_bonus_track,01_in_love,01_intro_mixtape_ideias_expressadas,01_meu_lugar,01_php_you_are_so_v_2"
5258,"halloween_2008,roleta_russa,11_mulher_que_deus_amou,baby_dont_cry,hip_hop_tuga_1,quem_mete_fofo_no_club_mc_fly,foste_uma_mulher_de_coragem_pikya,1_dia_one_day_mc_fly_feat_ronald_isley,fim_na_dor,ouve_o_teu_coraa_a_o"
5260,"aquele_canto,dangerous_familia_fredfox_isto_a_odc,dangerous_familia_ft_infiltrado_rap_da_verdade,dangerous_familia_olha_a_minha_mira,inato_ft_infiltrado_amor_sofrimento,infiltrado_ft_inato_na_o_te_quero_perder,infiltrado_ft_inato_onde_anda_a_policia_1,kixote_ft_morgadex_fredfox_amor_a_primeira_vista,morgadex_ana_ferreira_a_s_tu_a_unica_raza_o,morgadex_friko_sirkill_dimen_new_infiltrado_puro_ataque_verbal"
5261,"kenny_g_ft_g_foxx_para_um_grupo_de_wackas_nu_palco_2007,kenny_g_ft_g_foxx_uma_prenda_de_natal_para_o_manucho_2007,kenny_g_ft_g_foxx_para_as_noxas_damas_2007,kenny_g_minha_princesa_enova_a_ao2007,g_foxx_feat_cynthiah_g_n_te_kru_perder_2007,kenny_g_a_minha_desillusao_2007,cyntiiah_g_ft_g_foxx_ft_ntk_farta_de_ti_2008,g_foxx_ft_kenny_g_amor_esquecido_no_tempo_2008,g_foxx_tas_a_kurtir_tas_a_sentir_2008,kenny_g_ft_cyntiiah_g_ft_g_foxx_realidade_2008"
5263,"afrika_fica_comigo,fico_a_espera_quer_o_ver_o_fim,se_amanha,ta_pioneiro_ft_ag_ir_som_tuga_par,00_recluso_feat_sub_g_participaa_a_o_de_kacetado_kalibre19,01_dia_de_sol_no_paraiso,01_djas_di_street_krew_2008_dj_master_g_hino_da_street_bonus_track,01_in_love,01_intro_mixtape_ideias_expressadas,01_meu_lugar"
5267,"deixa_crescer_essa_chama,queria_tocar_o_ca_u,when_losers_succeed,00_recluso_feat_sub_g_participaa_a_o_de_kacetado_kalibre19,01_dia_de_sol_no_paraiso,01_djas_di_street_krew_2008_dj_master_g_hino_da_street_bonus_track,01_in_love,01_intro_mixtape_ideias_expressadas,01_meu_lugar,01_php_you_are_so_v_2"
5269,"a_arte_mais_bela,summerjam_remix,voce_e_o_cara,00_recluso_feat_sub_g_participaa_a_o_de_kacetado_kalibre19,01_dia_de_sol_no_paraiso,01_djas_di_street_krew_2008_dj_master_g_hino_da_street_bonus_track,01_in_love,01_intro_mixtape_ideias_expressadas,01_meu_lugar,01_php_you_are_so_v_2"
5271,"amizade_perda_o,pra_ncipio_da_desilusa_o,aborto_ft_hm,sentimentos_na_life,ca_tait_un_bon_copain,crimson_landscape_1,deep_down_inside,karma,longe_do_amor,ventura"
5273,"dj_pak_rise_up_vocal_yves_larock_tribal_expecial,fuck_off_katchorras_canuca_ft_isek,ta_pioneiro_ft_ag_ir_som_tuga_par,dj_pak_by_champions_league,dj_pak_mind_control_fauvrelle_tribal_mix,eu_apoio_o_bairro_para_o_bairro_me_apoiar,a_minha_luta,rap_nao_vai_parar_remix_monte_kapta_arrentela,acabou_noites_ritual_2006,destino_traa_ado_canuca"
5274,"bugs_astronauts,memory_lane,paulo_gama_2,sensation,told_me_to_stay,00_recluso_feat_sub_g_participaa_a_o_de_kacetado_kalibre19,01_dia_de_sol_no_paraiso,01_djas_di_street_krew_2008_dj_master_g_hino_da_street_bonus_track,01_in_love,01_intro_mixtape_ideias_expressadas"
5277,"se_amanha,fuck_off_katchorras_canuca_ft_isek,na_o_posso_ficar_calado,dj_pak_intro_set_2007,baby_toca,dj_pak_mind_control_fauvrelle_tribal_mix,a_sa_s_com_a_nostalgia,a_nossa_ultima_homenagem_pedr_o,o_teu_olhar,realidade"
5284,"a_simples_mortex_amostra_do_album_b_c_r_prod_patron_a_versa_o_incompleta_a,beco_sem_saa_da_mortex_2005,don_hortega_mortex_dominus_improvisso_mortega_freestyle,mortex_de_segunda_a_domingo_street_mix_tape_antecipaa_a_o,mortex_pensei_nisto_street_mix_tape_antecipaa_a_o,o_meu_lado_negro_mortex_2006_old_school_street_rimes,para_todas_as_ma_es_mortex_shadd,puto_ko_tchora_ghetto_shadows_mortex_com_b_shadd,bishop_don_hortega_mortex_b_gy_rap_freestyle_beatbox,hoz_ft_higuitta_kritiko_vidas"
5287,"dj_pak_hamses_pakito_remix,dj_pak_by_champions_league,rise_up_vs_zookey_dj_carbone_double_mix_yves_larock,dj_pak_feat_nelly_furtado_all_good_things_remix_tribal,dj_pak_mind_control_fauvrelle_tribal_mix,fuck_off_katchorras_canuca_ft_isek,danito_ft_myth_jp_lagrim_as_na_cara,nada,fico_a_espera_quer_o_ver_o_fim,dj_pak_new_set_for_october07_for_sound_excluxive_the_fox"
5289,"love_and_shadows,the_perfect_place_for_us,lets_make_it_hot,quiet_night,as_wi,single_round,when_the_night_falls,00_recluso_feat_sub_g_participaa_a_o_de_kacetado_kalibre19,01_dia_de_sol_no_paraiso,01_djas_di_street_krew_2008_dj_master_g_hino_da_street_bonus_track"
5290,"01_in_love,fullstryle,qero_te_assim_te,04_o_que_sinto,07_zaza_pijamas_black,09_agora_sente_sa,11_improviso_je_ne_sais_pa,jhony_movimento,pensamentos_de_um_thug,raptado_jhony"
5292,"fuck_off_katchorras_canuca_ft_isek,resposta_ao_kamel_estiga,desiludido_nu_amor_myslo_ft_canuca,ntk_da_me_a_oportunidade_2007,tamawitah_es_essencial,beleza_artificial_com_ba_nus_sam_the_kid,jp_ft_danito_tu_es_1,n_sei_o_nome_xd,cadeia,dj_pak_new_set_for_october07_for_sound_excluxive_the_fox"
5293,"dalailight,life_1,jungle,old_man,mama_na_o_chora,acabou_noites_ritual_2006,babila_nia,chalice,conquer,cura_noites_ritual_2006"
5294,"daruller_u_s_feat_p_paiva_wacklogia,real_mc_as_vezes,united_soldiers_a_festa_e_nossa,sinto_a_tua_falta_2,eu_na_o_vendo_o_meu_rap,dih_p_unit_ft_azteka_entre_o_bem_e_o_mal,positive_ft_real_mc_mentalizado_azteka_festa_e_nossa,ta_pioneiro_ft_ag_ir_som_tuga_par,e_verdade_ft_mentalizado,um_dos_meus_loops_com_delacruz"
5295,"ha_quanto_tempo,te_quiero_com_susana,cada_vez_1,i_know_com_a_sabine,paira_a_tona_de_agua,se_tu_visses_o_que_eu_vi,teus_olhos_entristecem_com_a_susana,aquele_gajo,are_you_ready_1,ataque"
5298,"amizade_perda_o,pra_ncipio_da_desilusa_o,aborto_ft_hm,sentimentos_na_life,ca_tait_un_bon_copain,crimson_landscape_1,deep_down_inside,karma,longe_do_amor,ventura"
5299,"assim_como_o_segundo_pertence_a_hora,eles_andam_ai_new,penafiel_gaia_new,sao_tantas_as_madrugadas_passadas,sonho_3,tu_que_me_odeias_new,anota_a_nota,nascido_a_4_de_julho,natureza,nova_corrida_nova_viagem"
5310,"a_abrila,broken_system_1,mctropas_o_peso_da_culpa_r_i_p_filha,mentes_de_coraa_a_o_1,na_o_sei_se_merea_o,alpha_variaa_a_es_na_progressa_o_de_acordes_secreta_de_felipe_cotti,amo_te_alma_ga_mea,arte_urbana_ft_anjo_mrk,asher_ft_ruby_c_bomb_putos_di_ghetto,ata_onde_posso_ir_aca_stico"
5314,"amizade_perda_o,pra_ncipio_da_desilusa_o,aborto_ft_hm,sentimentos_na_life,ca_tait_un_bon_copain,crimson_landscape_1,deep_down_inside,karma,longe_do_amor,ventura"
5315,"santa_monica_live_brasil_part_2_2007,santa_monica_live_brasil_part_3_2007,santa_monica_live_brasil_part_4_2007_mikel_filipe_live,all_right,baila_tribal_remix,eu_vou_levando_a_vida,frankie_and_johnny_new_take_1,in_kupos_live,remember_them,silence_boils_over"
5319,"riseupm_ix,danito_ft_myth_jp_lagrimas_na_cara,es_tudo_para_mim_1,jp_ft_danito_ainda_penso_em_ti,puta_da_ragga,preciso_de_ti_feat_mc_fly,jp_ft_danito_nada_vai_ser_igual,sempre_o_mesmo_2,zig_zag_remix,resposta_ao_kamel_estiga"
5323,"fool_for_love,help_me_ao_vivo,iraci_473,start_it_up,thatas_the_way_the_blues_como_out_of_me,pretexto_pra_tocar,baia_o_pra_sa_mone,brock_and_hungry_pra_produa_a_o,dk_choro,horizonte_infinito"
5330,"sonar_wales_song,ja_me_fartei_rita_lopez,dj_pak_by_champions_league,dj_pak_hamses_pakito_remix,like_no_tomorrow_2007,capricorn,raging_flames,u_f_o,danito_ft_myth_jp_lagrimas_na_cara,jp_onde_estas_tu"
5331,"a_minha_hista_ria_ft_missy_e_gijoe,a_sa_s_com_a_nostalgia,se_amanha,dj_striker_buraka_vs_da_weasel_remix,fuck_off_katchorras_canuca_ft_isek,realidade,my_lucky_charms,ta_pioneiro_ft_ag_ir_som_tuga_par,full_snippet_mixtape_carlitos,napster_feat_tigas_eu_confesso_feat_dmaziado"
5333,"revoltado_eu_faa_o_hiphop_mixtape_poet,a_sa_s_com_a_nostalgia,se_amanha,na_o_posso_ficar_calado,ta_pioneiro_ft_ag_ir_som_tuga_par,a_minha_outra_hista_ria,sem_ti,danito_ft_myth_jp_lagrim_as_na_cara,realidade,p_unit_ft_tropas_isek_patakeiros_no_movimento"
5336,"sushiraw_presents_elizio_confirmaa_a_o_2008_what_u_gonna_do_ft_kaysha_mp3,puta_da_ragga,dj_lil_thug_nha_rainha_remix_love_2008,chyvi_dodu_na_bo,jordin_chris_brown,matabaya_ft_dj_pausas_wanderground,debora_ft_azteka_lucone_no_refra_o_sentimento_amo_r,thug_life_brabo_rm_feat_ajk,tropaz_di_ghetto_braborm_ft_hugoge_ft_bruno_ninguem_nos_manda_a_baixo,tamawitah_es_essencial"
5337,"amizade_perda_o,pra_ncipio_da_desilusa_o,aborto_ft_hm,sentimentos_na_life,ca_tait_un_bon_copain,crimson_landscape_1,deep_down_inside,karma,longe_do_amor,ventura"
5340,"for_my_lady_2008_dj_drix,da_lhe_sa_mo_alex_2008_dj_silva_dj_drix,kuduro_pa_2008_dj_drix,aquela_unidade_2008_dj_drix_dj_cratera,jogada_de_mestre_2008_dj_cratera_dj_drix,kalemba_feat_pongolove_1_remix_house_dj_drix,kuza_bruto_2008_dj_cratera_dj_drix,stoned_2008_dj_drix,ta_gra_a_ssiv_o_2008_dj_silva_dj_drix,vocee_ta_bravo_2008_dj_drix"
5342,"dj_mvboss_a_pa_bora,dj_mvboss_thats_right,dj_mvboss_some_trance,dj_mvboss_stop_and_go,dj_mvboss_techno_5,postcard_canyons,the_bear,fico_a_espera_quer_o_ver_o_fim,dividir_por_dois_1,ra_pido_1"
5343,"strange_things_can_happen,feitia_o,negras_como_a_noite,last_control,wad_sa_ntese_da_ambia_ncia_sonora_do_museu_do_rio_alcoutim,levanta_a_cabea_a_1,creep_2,lounge_control,prela_dio,minimal_part_ii"
5350,"chalice,intro_noites_ritual_2006,live_up_noites_ritual_2006,acabou_noites_ritual_2006,mama_na_o_chora,babila_nia,homem_do_sucesso,homem_pola_cia,homem_rabot,luta_de_raa_z"
5352,"tennessee_waltz,dads_guns,drowning_song,postcard_canyons,the_bear,aqui_sentado,a_vida_a_bela_demais,funk_a_sa_funk,make_your_own,o_que_a_nacional_a_bom"
5354,"beco_sem_saa_da_mortex_2005,mortex_de_segunda_a_domingo_street_mix_tape_antecipaa_a_o,o_meu_lado_negro_mortex_2006_old_school_street_rimes,para_todas_as_ma_es_mortex_shadd,mortex_pensei_nisto_street_mix_tape_antecipaa_a_o,mortex_underground_ii_dominus_familia_street_mix_tape_antecipaa_a_o,don_hortega_mortex_dominus_improvisso_mortega_freestyle,dj_striker_best_house_summer_party_remix,dj_striker_red_hot_remix,dj_striker_rock_this_party_remix"
5355,"aquarela_sem_cores,baia_o_pra_sa_mone,brock_and_hungry_pra_produa_a_o,caderno_esquecido,equilibrium_muda,esperana_a,fool_for_love,help_me_ao_vivo,horizonte_infinito,iraci_473"
5362,"dj_pak_intro_set_2007,dj_pak_mind_control_fauvrelle_tribal_mix,a_espera_de_qua,ata_amanha,i_was_wrong_funeral_blues,se_amanha,a_sa_s_com_a_nostalgia,come_along,o_teu_olhar,billie_jean_pek_green_remix"
5364,"dona_amalia,plantaa_ao,calabria_mix_ed,50_cente_o_bit,dj_douglas_in_noddy_di_guetto_50cente,dj_douglass_b_tid_sempre_d_o,dj_xunxe_mix_2008_feat_dj_douglas,dj_xunxe_motha_fucka_remix,funabtk_dj_xunxe_and_dj_douglas,mc_shark_feat_mc_saraiva"
5369,"perto_do_mar,criana_a_2,se_ela_a_bonita,mulheres_nuas,babila_nia,luta_de_raa_z,ph_neutro_mik_ikaruz_enrola_mais_uma,when_the_night_falls,al_reves,vivir_es_llegar"
5373,"african_elements_drum_tool,batam_com_a_cabea_a_no_cha_o,fico_a_espera_quer_o_ver_o_fim,kabuki_original_mix,mayan_spirit_original_mix,na_o_quero_vida_de_militar,na_o_sei_se_merea_o,para_que_sonhar,paulo_gama_2,paulo_gama_projectos"
5376,"dj_mvboss_right_nowww,chyvi_dodu_na_bo,dj_lil_thug_nha_rainha_remix_love_2008,jordin_chris_brown,matabaya_ft_dj_pausas_wanderground,sushiraw_presents_elizio_confirmaa_a_o_2008_what_u_gonna_do_ft_kaysha_mp3,dj_mvboss_some_trance,dj_mvboss_thats_right,da_forma_como_fazes,debora_ft_azteka_lucone_no_refra_o_sentimento_amo_r"
5379,"amizade_perda_o,pra_ncipio_da_desilusa_o,a_sa_s_com_a_nostalgia,aborto_ft_hm,sentimentos_na_life,morgadex_ana_ferreira_a_s_tu_a_unica_raza_o_1,ana_ferreira_nunca_me_perdera_s_amigo,ilusa_o_ft_ana_ferreira_o_que_penso,marcos_ana_ferreira_confia_em_mim,ca_tait_un_bon_copain"
5385,"alentejo_alentejo,boas_vibraa_a_es,tico_tico_no_fuba,danito_ft_myth_jp_lagrimas_na_cara,moda_do_entrudo,jp_ft_danito_nada_vai_ser_igual,01_in_love,04_o_que_sinto,black_rose_alicia_keys_if_i_aint_got_you,racionalizaa_a_o"
5388,"mama_na_o_chora,intro_noites_ritual_2006,live_up_noites_ritual_2006,sem_ti,criana_a_2,perto_do_mar,nao_nao_nao,singerlady,acabou_noites_ritual_2006,cura_noites_ritual_2006"
5396,"aa_ores_marchi_nha,amarte_ei_para_sempre,a_mema_ria_das_naus_pra_mixagem,aqui_ha_truque,brasileirinho_excerto_waldyr_azevedo_interpretaa_a_o_de_reymundo,brincadeira,canto_de_andar,cia_ncito_aluno,cuts_like_a_knife,desgarrada_ao_luar"
5397,"morena_ai_ai,patuscada,roletas_russas,ana_o_sei_na_o,atraso_do_destino,duo_norte_maria,ela_na_o_sabia_nada,la_longe,null,quero_agradecer_a_deus"
5401,"a_abrila,broken_system_1,mctropas_o_peso_da_culpa_r_i_p_filha,mentes_de_coraa_a_o_1,na_o_sei_se_merea_o,alpha_variaa_a_es_na_progressa_o_de_acordes_secreta_de_felipe_cotti,amo_te_alma_ga_mea,arte_urbana_ft_anjo_mrk,asher_ft_ruby_c_bomb_putos_di_ghetto,ata_onde_posso_ir_aca_stico"
5407,"about_you_1,angels_1,apologize_the_real_booty_babes,are_you_ready_1,art_of_living,a_secret,atb_remix,babila_nia,back_again_mikel_filipe_vs_muratuyar,baila_tribal_remix"
5408,"bluz,it_hurts,relaxing,howling_a_pray_for_wolf,this_only_happens_on_the_road,all_right,hm_sentimento_em_sila_ncio_ft_major,hm_vale_a_pena_voltar_atras_ft_kute_gash,hm_vsilva_ja_nao_aguento_acabou,hm_duvidas_do_talento"
5412,"for_my_lady_2008_dj_drix,da_lhe_sa_mo_alex_2008_dj_silva_dj_drix,rattus,refuge,kuduro_pa_2008_dj_drix,aquela_unidade_2008_dj_drix_dj_cratera,jogada_de_mestre_2008_dj_cratera_dj_drix,kalemba_feat_pongolove_1_remix_house_dj_drix,kuza_bruto_2008_dj_cratera_dj_drix,stoned_2008_dj_drix"
5414,"kutegash_porque_nao_mudas_por_mim,helena,roa_a_roa_a,sign_your_name,afrika_fica_comigo,a_vossa_hista_ria_mk,desabafo,desiludido_nu_amor_myslo_ft_canuca,fuck_off_katchorras_canuca_ft_isek,mc_baby_pulla_feat_d_niggas_saudadex_voxax"
5415,"amarte_ei_para_sempre,amor_sem_fim_hip_hop,a_o_movimento_mixtape_discurso_directo_tropas_isek_c_heetif,debora_ft_azteka_lucone_no_refra_o_sentimento_amo_r,dedicatoria_2,dj_more_beat_15,dj_mvboss_a_pa_bora,esta_noite_vai_durar,foi_num_dia,jo_blaze_feat_dj_ka_nada_indecisa_o"
5420,"base_lr_mix_mp3,crucificaa_a_o,incognita,louve_1,pith_e_simony_manu,smooth_sample,toda_honra_remix,00_recluso_feat_sub_g_participaa_a_o_de_kacetado_kalibre19,01_dia_de_sol_no_paraiso,01_djas_di_street_krew_2008_dj_master_g_hino_da_street_bonus_track"
5421,"24_7_riot,benediction,big_bronco_olha_que_fo_se,celebraa_a_o_terminal,come_along,corvo_de_papel,dealing_with_lies,deamons_party,eternal_spiral,everything_is_so_confusing"
5425,"02_00am,5_graus,amanha_1,amor_por_ti_teste,anjo_sonial,a_sa_s_com_a_nostalgia,brock_and_hungry_pra_produa_a_o,canat_let_you_stay,chain_of_fools,chalice"
5426,"natureza,nova_corrida_nova_viagem,para_os_meus_manos,assim_como_o_segundo_pertence_a_hora,sao_tantas_as_madrugadas_passadas,sonho_3,anota_a_nota,nascido_a_4_de_julho,eles_andam_ai_new,fame"
5427,"fuck_off_katchorras_canuca_ft_isek,desabafos_mc_fly,resposta_ao_kamel_estiga,fuck_you,fim_na_dor,choro_por_ti,digo_adeus,danito_ft_jp_marrone_o_nosso_amor_acabou_danito_produa_a_o,baby_dont_cry,deixas_me_louco_1"
5431,"01_in_love,100_anos,10_sem_ti_na_o_da_kutegash_ft_hm,1_dia_one_day_mc_fly_feat_ronald_isley,1_vive_a_vida_kutegash,3_30_am_link,4_ever,4life_jackpot,6_thefive_kutegash,7_para_ti_amigo_kutegash"
5432,"amizade_perda_o,pra_ncipio_da_desilusa_o,aborto_ft_hm,sentimentos_na_life,ca_tait_un_bon_copain,crimson_landscape_1,deep_down_inside,karma,longe_do_amor,ventura"
5433,"amizade_perda_o,pra_ncipio_da_desilusa_o,aborto_ft_hm,sentimentos_na_life,ca_tait_un_bon_copain,a_sa_s_com_a_nostalgia,hm_sentimento_em_sila_ncio_ft_major,love_loss,sp_deep_house,winner"
5435,"balada_do_tempo,ser_profano,meu_mundo,crimson_landscape_1,deep_down_inside,karma,longe_do_amor,ventura,amanha_na_o_vou_trabalhar,bicho_da_seda_bruxo_da_letra"
5437,"african_elements_drum_tool,batam_com_a_cabea_a_no_cha_o,fico_a_espera_quer_o_ver_o_fim,kabuki_original_mix,mayan_spirit_original_mix,na_o_quero_vida_de_militar,na_o_sei_se_merea_o,para_que_sonhar,paulo_gama_2,paulo_gama_projectos"
5438,"caninha_verde,moda_do_entrudo,vira_velho,s_joa_o,escapula_rio,la_grima_de_ma_e,candeia,cancao_de_isabel,a_madeira_a_um_jardim,geraa_a_o_carrega_no_bota_o"
5439,"o_amor_a_raro,foi_assim_1,vem_pa_pa_de_mim,o_meu_destino_2008,foi_com_um_olhar,hey_girl_ft_ntk,amizade_na_o_se_vende,welcome_ls,princesa_quero_te_aqui,eras_a_minha_ft_ntk"
5441,"de_bar_em_bar,puta_da_ragga,danito_jp_ft_rafa_dana_porque,introspectiva_pt1,sente_agora,amor_sem_fim_hip_hop,atmosfera_hot_caligula_m_ixtape_hora_de_ponta,mulher_ideal_1,realidade,final_infeliz"
5443,"amizade_perda_o,pra_ncipio_da_desilusa_o,aborto_ft_hm,sentimentos_na_life,ca_tait_un_bon_copain,hm_sentimento_em_sila_ncio_ft_major,a_sa_s_com_a_nostalgia,borboleta_uniforme_ft_am,kutegash_porque_nao_mudas_por_mim,descobrir"
5444,"fuck_off_katchorras_canuca_ft_isek,1_vive_a_vida_kutegash,noite_da_traia_ao_ft_joker_74,a_sa_s_com_a_nostalgia,puta_da_ragga,johny_gumble_diss_txara,tamawitah_es_essencial,sou_o_que_quiseres_mk,chyvi_dodu_na_bo,so_quero_voltar_a_ter"
5447,"ai_ai_katrefa,hora_da_verdade,madalena,arrependimento,nao_deixes_q_a_vida_fuja_de_ti,definia_a_o_de_vida,querem_beef,rookie_ft_mrk_da_diva_divina_m2,tavareslm_skhuba_todos_juntos,beleza_rara_jackpot"
5452,"crimson_landscape_1,dj_mvboss_a_pa_bora,rebellion_pre_master,afterdeath_world_deformed_by_man,transformation,brevemente_insanity,karma,longe_do_amor,ventura,fico_a_espera_quer_o_ver_o_fim"
5460,"african_elements_drum_tool,batam_com_a_cabea_a_no_cha_o,fico_a_espera_quer_o_ver_o_fim,kabuki_original_mix,mayan_spirit_original_mix,na_o_quero_vida_de_militar,na_o_sei_se_merea_o,para_que_sonhar,paulo_gama_2,paulo_gama_projectos"
5464,"major_ft_distinto_sera_amor,eterna_amada_makete,distinto_sonhos_destruidos,distinto_ft_major_eterna_amada,hm_sente_meu_ataque,sou_o_que_quiseres_1,hm_sentimento_em_sila_ncio_ft_major,dona_do_meu_tempo,desculpa_eu_ser_assim,mundo_magico"
5466,"amizade_perda_o,pra_ncipio_da_desilusa_o,aborto_ft_hm,sentimentos_na_life,ca_tait_un_bon_copain,crimson_landscape_1,deep_down_inside,karma,longe_do_amor,ventura"
5467,"aborto_ft_hm,amizade_perda_o,pra_ncipio_da_desilusa_o,sentimentos_na_life,sushiraw_presents_elizio_confirmaa_a_o_2008_what_u_gonna_do_ft_kaysha_mp3,puta_da_ragga,chyvi_dodu_na_bo,dj_lil_thug_nha_rainha_remix_love_2008,jordin_chris_brown,matabaya_ft_dj_pausas_wanderground"
5468,"40a_a_sombra,creep_1,prela_dio,riseupm_ix,strange_things_can_happen,bailar_vanera_o,feel_the_beat_1,preciso_de_ti_ft_mc_lord_mrk,tears_in_the_desert,wad_sa_ntese_da_ambia_ncia_sonora_do_museu_do_rio_alcoutim"
5469,"amar_a_acreditar,fado_hila_rio,paulo_gama_2,target_love,batam_com_a_cabea_a_no_cha_o,cuidado_o_diabinho_anda_a_solta,na_o_sei_se_merea_o,nem_as_paredes_confesso,para_que_sonhar,tenho_medo_diz_uma_criana_a"
5472,"2k4,40a_a_sombra,7_lives,a_blink_of_an_eye,about_you,abre_os_olhos_1,acufeno,a_ilha,ambiguous_relation,amor_de_ma_e_1"
5483,"fuck_off_katchorras_canuca_ft_isek,mctropas_o_peso_da_culpa_r_i_p_filha,p_unit_ft_tropas_isek_patakeiros_no_movimento,masturbao_mental,hga_es_akela,dany_boy_ft_tropas_ft_chalitos_ft_isek,ata_mais_ver_vem_me_namorar,cana_a_o_do_trabalhador,coraa_a_o_de_papela_o,forro_da_malhaa_ao"
5487,"kutegash_porque_nao_mudas_por_mim,porque_vais_madley_feat_mc_fly,baby_dont_cry,da_me_a_tua_ma_o,deixas_me_louco_1,aguenta_o_meu_peso_prod_xoye,fim_na_dor,rimas_feliz_natal_mc_fly,sexy_lady,digo_adeus"
5488,"start_it_up,fool_for_love,thatas_the_way_the_blues_como_out_of_me,brock_and_hungry_pra_produa_a_o,amizade_perda_o,pra_ncipio_da_desilusa_o,aborto_ft_hm,sentimentos_na_life,every_night_and_every_day_with_steve_guyger_on_vocals,ca_tait_un_bon_copain"
5489,"caninha_verde,moda_do_entrudo,vira_velho,s_joa_o,escapula_rio,la_grima_de_ma_e,candeia,instrumental_3,samacairo,garota_bonita"
5490,"acabou_noites_ritual_2006,all_my_loving,babila_nia,bo_ten_qu_luta,chalice,cura_noites_ritual_2006,dalailight,dancem,de_la_ska,diz_me_quem_tu_a_s"
5493,"alma_ga_mea,a_minha_hista_ria_ft_missy_e_gijoe,a_sa_s_com_a_nostalgia,ass_anhada,cadeia,danito_tarde_demais,dento_caixon_d_g_b,don_hortega_mortex_dominus_improvisso_mortega_freestyle,fire_k_natacha_estrelas_brilhantes,kem_a_va_ja_mais_nada_va"
5496,"coraa_a_o_de_papela_o,som_do_amor_1,morena_ai_ai,bijuteria,cade_voce,como_foi_bom_minha_fa,danito_ft_myth_jp_lagrimas_na_cara,duo_norte_amorperf_eito,jp_ft_danito_ainda_penso_em_ti,me_esquea_a_adson_alana"
5501,"chalice,intro_noites_ritual_2006,live_up_noites_ritual_2006,acabou_noites_ritual_2006,mama_na_o_chora,babila_nia,homem_do_sucesso,homem_pola_cia,homem_rabot,luta_de_raa_z"
5504,"tu_sabes_1,dia_perfeito,faa_as_o_que_fizeres,sem_futuro,sonhar_te,movimento,dyggas_broadg_a_homenagem,soldados_da_musgueira,cuckoo_plan_feat_peter_hook,we_are"
5510,"african_elements_drum_tool,batam_com_a_cabea_a_no_cha_o,fico_a_espera_quer_o_ver_o_fim,kabuki_original_mix,mayan_spirit_original_mix,na_o_quero_vida_de_militar,na_o_sei_se_merea_o,para_que_sonhar,paulo_gama_2,paulo_gama_projectos"
5511,"dj_pak_hamses_pakito_remix,dj_pak_by_champions_league,dj_pak_mind_control_fauvrelle_tribal_mix,rise_up_vs_zookey_dj_carbone_double_mix_yves_larock,dj_pak_feat_nelly_furtado_all_good_things_remix_tribal,nada,fuck_off_katchorras_canuca_ft_isek,danito_ft_myth_jp_lagrim_as_na_cara,fico_a_espera_quer_o_ver_o_fim,dj_pak_new_set_for_october07_for_sound_excluxive_the_fox"
5514,"fuck_off_katchorras_canuca_ft_isek,danito_ft_myth_jp_lagrimas_na_cara,a_minha_hista_ria_ft_missy_e_gijoe,destino_traa_ado_canuca,mctropas_o_peso_da_culpa_r_i_p_filha,resposta_ao_kamel_estiga,de_frente_pro_mar,encosta_neu_1,inovaa_a_o,lua_minha"
5519,"11_mulher_que_deus_amou,2_pra_conexa_o,3_pa_s_conexa_o,angola_es_nossa,anjo_ft_isolado_a_assim_boy,anjo_ft_isolado_ft_mc_babi,at_the_gates_of_the_sky,baby_dont_cry,bo_ten_qu_luta,cadeia"
